epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,647.01,1.9228,1.02726,0.86472,0.81765,0.68441,0.73323,0.3079,1.83609,0.92651,0.89666,0.0005645,0.0005645,0.0005645
147,651.399,1.89249,1.00836,0.86156,0.81335,0.68486,0.746,0.31442,1.85919,0.91252,0.89348,0.0005546,0.0005546,0.0005546
148,655.915,1.90105,1.01226,0.86212,0.84111,0.67047,0.74718,0.31413,1.83456,0.92297,0.89153,0.0005447,0.0005447,0.0005447
149,660.192,1.8787,0.97507,0.8574,0.79875,0.67807,0.73148,0.31152,1.86029,0.90986,0.89335,0.0005348,0.0005348,0.0005348
150,664.743,1.87749,0.96496,0.8554,0.80211,0.67934,0.73057,0.31521,1.83422,0.93599,0.89598,0.0005249,0.0005249,0.0005249
151,669.301,1.91355,0.99579,0.85777,0.77304,0.68314,0.73339,0.30957,1.85159,0.93791,0.89257,0.000515,0.000515,0.000515
152,673.651,1.85948,0.97625,0.85074,0.80307,0.6654,0.72321,0.30869,1.82808,0.96278,0.89785,0.0005051,0.0005051,0.0005051
153,677.996,1.9087,1.00272,0.8593,0.7908,0.66667,0.72406,0.30984,1.86618,0.94154,0.89733,0.0004952,0.0004952,0.0004952
154,682.416,1.87558,0.98223,0.85676,0.81305,0.673,0.73397,0.30592,1.85878,0.942,0.89657,0.0004853,0.0004853,0.0004853
155,686.907,1.87505,0.9697,0.86133,0.80696,0.65166,0.72569,0.30852,1.86244,0.94104,0.8983,0.0004754,0.0004754,0.0004754
156,691.385,1.87517,0.98908,0.85118,0.80373,0.68061,0.73924,0.31338,1.8562,0.92164,0.89813,0.0004655,0.0004655,0.0004655
157,695.716,1.84773,0.97967,0.85404,0.79649,0.66033,0.72777,0.31239,1.86192,0.93021,0.89248,0.0004556,0.0004556,0.0004556
158,700.107,1.86559,0.99357,0.85418,0.79016,0.67554,0.73802,0.31118,1.87283,0.93797,0.89472,0.0004457,0.0004457,0.0004457
159,704.474,1.85768,0.96279,0.855,0.80941,0.67174,0.73861,0.31461,1.8518,0.91911,0.89659,0.0004358,0.0004358,0.0004358
160,708.884,1.8394,0.9695,0.85965,0.78881,0.68568,0.74134,0.31541,1.83631,0.89468,0.89846,0.0004259,0.0004259,0.0004259
161,713.4,1.85714,0.9621,0.86376,0.82327,0.6616,0.72823,0.31507,1.86343,0.92031,0.89557,0.000416,0.000416,0.000416
162,717.782,1.8623,0.97747,0.85677,0.8122,0.67968,0.73709,0.31103,1.85786,0.91007,0.89225,0.0004061,0.0004061,0.0004061
163,722.239,1.8518,0.95797,0.8539,0.81046,0.68286,0.74401,0.31693,1.83859,0.90816,0.89208,0.0003962,0.0003962,0.0003962
164,726.702,1.87631,0.97844,0.85415,0.80335,0.65146,0.73038,0.31565,1.84617,0.9184,0.89293,0.0003863,0.0003863,0.0003863
165,731.235,1.82679,0.96888,0.85072,0.81899,0.65272,0.71436,0.30837,1.85805,0.93113,0.89614,0.0003764,0.0003764,0.0003764
166,735.619,1.86028,0.97954,0.85695,0.79678,0.673,0.72775,0.31483,1.84912,0.92098,0.89435,0.0003665,0.0003665,0.0003665
167,739.971,1.83463,0.94765,0.85301,0.81476,0.67047,0.73553,0.31756,1.84339,0.92562,0.89463,0.0003566,0.0003566,0.0003566
168,744.292,1.86109,0.94103,0.86074,0.82476,0.673,0.7451,0.31722,1.8605,0.91657,0.8973,0.0003467,0.0003467,0.0003467
169,748.818,1.83311,0.96199,0.851,0.80344,0.68568,0.7349,0.31144,1.86459,0.92085,0.8946,0.0003368,0.0003368,0.0003368
170,753.143,1.84113,0.97139,0.85427,0.79591,0.66286,0.72319,0.30462,1.89039,0.95316,0.89778,0.0003269,0.0003269,0.0003269
171,757.455,1.85038,0.97672,0.85422,0.80489,0.66402,0.71991,0.31644,1.85841,0.92581,0.89577,0.000317,0.000317,0.000317
172,761.748,1.82303,0.9616,0.85097,0.79494,0.68297,0.72741,0.31051,1.8653,0.93198,0.89614,0.0003071,0.0003071,0.0003071
173,766.092,1.84451,0.94883,0.85666,0.7861,0.69402,0.73316,0.31731,1.86175,0.9169,0.89469,0.0002972,0.0002972,0.0002972
174,770.536,1.81291,0.95108,0.8478,0.81474,0.68441,0.74507,0.31374,1.85252,0.92918,0.89193,0.0002873,0.0002873,0.0002873
175,774.849,1.81716,0.9286,0.85211,0.8285,0.6692,0.73388,0.31557,1.8309,0.92258,0.89254,0.0002774,0.0002774,0.0002774
176,779.136,1.83053,0.95044,0.85433,0.82108,0.68441,0.74889,0.32131,1.83946,0.91208,0.89777,0.0002675,0.0002675,0.0002675
177,783.576,1.85477,0.96948,0.85956,0.83808,0.6616,0.74495,0.3186,1.82961,0.90969,0.89434,0.0002576,0.0002576,0.0002576
178,787.921,1.81362,0.96096,0.85165,0.82246,0.67427,0.74799,0.31921,1.853,0.90468,0.8954,0.0002477,0.0002477,0.0002477
